latitude,longitude,altitude(m),ultrasonicHeight(m),speed(mps),distance(m),max_altitude(m),max_ascent(m),max_speed(mps),max_distance(m),time(millisecond),datetime(utc),datetime(local),satellites,pressure(Pa),temperature(F),voltage(v),home_latitude,home_longitude,velocityX(mps),velocityY(mps),velocityZ(mps),pitch(deg),roll(deg),yaw(deg),powerlevel,isflying,istakingphoto,remainPowerPercent,remainLifePercent,currentCurrent,currentElectricity,currentVoltage,batteryTemperature,dischargeCount,flightmode,isMotorsOn,isTakingVideo,Rc_elevator,Rc_aileron,Rc_throttle,Rc_rudder,Rc_gyro,timestamp,Battery_Cell1,Battery_Cell2,Battery_Cell3,Battery_Cell4,Battery_Cell5,Battery_Cell6,Dronetype,AppVersion,Planename,FlyControllerSerialNumber,RemoteSerialNumber,BatterySerialNumber,CENTER_BATTERY.productDate,CENTER_BATTERY.serialNo,CENTER_BATTERY.fullCapacity,CENTER_BATTERY.productDateRaw,pitchRaw,rollRaw,yawRaw,gimbalPitchRaw,gimbalRollRaw,gimbalYawRaw,flyState,altitudeRaw,speedRaw,distanceRaw,velocityXRaw,velocityYRaw,velocityZRaw,data_reuse,App_Tip,App_Warning,downlinkSignalQuality,uplinkSignalQuality,transmissionChannel,rcModeSwitch,rcHome,rcPause,rcTransform,rcJoystickMode,appMode,FlyControllerSerialNumber_legacy,RemoteSerialNumber_legacy,BatterySerialNumber_legacy,Battery2SerialNumber,frontAvoidDist,backAvoidDist,isBrakingToAvoid
51.999701,-0.454959,5.20,0.00,3.00,0.35,5.20,5.20,3.10,0.35,1202,2021-08-11 16:59:08.736,2021-08-11 17:59:08.736,16,0,0,16.470,51.999699,-0.454963,0.00,0.00,-3.00,2.40,-1.00,-9.60,0,1,0,93,98,-3955,4084,16470,3011.00,11,P-GPS,1,0,0,0,449,0,0,1628701148736,4186,4189,4191,4187,0,0,4,,,,,,,0,0,0,-24.00,-10.00,-96.00,0.00,0.00,-105.00,6,52.00,30.00,3.48,0.00,0.00,-30.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454959,5.20,0.00,3.00,0.35,5.20,5.20,3.10,0.35,1350,2021-08-11 16:59:08.884,2021-08-11 17:59:08.884,16,0,0,15.418,51.999699,-0.454963,0.00,0.00,-3.00,2.40,-1.00,-9.60,0,1,0,93,98,-15721,4084,15418,3011.00,11,P-GPS,1,0,0,0,447,0,0,1628701148884,4186,4189,4191,4187,0,0,4,,,,,,,0,0,0,-24.00,-10.00,-96.00,0.00,0.00,-105.00,6,52.00,30.00,3.48,0.00,0.00,-30.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454959,6.20,0.00,2.90,0.38,6.20,6.20,3.10,0.38,1503,2021-08-11 16:59:09.038,2021-08-11 17:59:09.038,16,0,0,15.418,51.999699,-0.454963,0.00,0.00,-2.90,2.40,-1.40,-9.70,0,1,0,93,98,-15721,4084,15418,3011.00,11,P-GPS,1,0,0,0,436,0,0,1628701149037,4186,4189,4191,4187,0,0,4,,,,,,,0,0,0,-24.00,-14.00,-97.00,0.00,0.00,-105.00,6,62.00,29.00,3.82,0.00,0.00,-29.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454959,6.50,0.00,2.90,0.38,6.50,6.50,3.10,0.38,1602,2021-08-11 16:59:09.136,2021-08-11 17:59:09.136,16,0,0,15.418,51.999699,-0.454963,0.00,0.00,-2.90,2.10,-1.70,-9.80,0,1,0,93,98,-15721,4084,15418,3011.00,11,P-GPS,1,0,0,0,454,0,0,1628701149136,4186,4189,4191,4187,0,0,4,,,,,,,0,0,0,-21.00,-17.00,-98.00,0.00,0.00,-105.00,6,65.00,29.00,3.77,0.00,0.00,-29.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454959,6.80,0.00,2.80,0.38,6.80,6.80,3.10,0.38,1715,2021-08-11 16:59:09.250,2021-08-11 17:59:09.249,15,0,0,15.418,51.999699,-0.454963,0.00,0.00,-2.80,2.10,-1.70,-9.80,0,1,0,93,98,-15721,4084,15418,3011.00,11,P-GPS,1,0,0,0,473,0,0,1628701149249,4186,4189,4191,4187,0,0,4,,,,,,,0,0,0,-21.00,-17.00,-98.00,0.00,0.00,-104.00,6,68.00,28.00,3.85,0.00,0.00,-28.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454959,7.40,0.00,3.00,0.38,7.40,7.40,3.10,0.38,1900,2021-08-11 16:59:09.435,2021-08-11 17:59:09.434,15,0,0,15.418,51.999699,-0.454963,0.00,-0.10,-3.00,2.10,-1.90,-10.10,0,1,0,93,98,-15721,4084,15418,3011.00,11,P-GPS,1,0,0,0,470,0,0,1628701149434,4186,4189,4191,4187,0,0,4,,,,,,,0,0,0,-21.00,-19.00,-101.00,0.00,0.00,-104.00,6,74.00,30.02,3.83,0.00,-1.00,-30.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454959,7.70,0.00,3.00,0.38,7.70,7.70,3.10,0.38,2003,2021-08-11 16:59:09.537,2021-08-11 17:59:09.537,15,0,0,15.418,51.999699,-0.454963,0.00,-0.10,-3.00,2.20,-1.50,-10.20,0,1,0,93,98,-15721,4084,15418,3011.00,11,P-GPS,1,0,0,0,450,0,0,1628701149537,4186,4189,4191,4187,0,0,4,,,,,,,0,0,0,-22.00,-15.00,-102.00,0.00,0.00,-104.00,6,77.00,30.02,3.78,0.00,-1.00,-30.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454959,8.00,0.00,2.90,0.39,8.00,8.00,3.10,0.39,2107,2021-08-11 16:59:09.642,2021-08-11 17:59:09.641,15,0,0,15.418,51.999699,-0.454963,0.00,-0.10,-2.90,2.40,-1.50,-10.10,0,1,0,93,98,-15721,4084,15418,3011.00,11,P-GPS,1,0,0,0,456,0,0,1628701149641,4186,4189,4191,4187,0,0,4,,,,,,,0,0,0,-24.00,-15.00,-101.00,0.00,0.00,-104.00,6,80.00,29.02,3.88,0.00,-1.00,-29.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454960,8.30,0.00,2.90,0.38,8.30,8.30,3.10,0.39,2204,2021-08-11 16:59:09.739,2021-08-11 17:59:09.738,15,0,0,15.418,51.999699,-0.454963,0.00,-0.10,-2.90,2.80,-1.10,-10.00,0,1,0,93,98,-15721,4084,15418,3011.00,11,P-GPS,1,0,0,0,419,0,0,1628701149738,4186,4189,4191,4187,0,0,4,,,,,,,0,0,0,-28.00,-11.00,-100.00,0.00,0.00,-104.00,6,83.00,29.02,3.82,0.00,-1.00,-29.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454960,8.70,0.00,2.90,0.37,8.70,8.70,3.10,0.39,2298,2021-08-11 16:59:09.833,2021-08-11 17:59:09.833,15,0,0,15.418,51.999699,-0.454963,0.00,-0.10,-2.90,2.90,-0.90,-10.10,0,1,0,93,98,-15721,4084,15418,3011.00,11,P-GPS,1,0,0,0,324,0,0,1628701149832,4186,4189,4191,4187,0,0,4,,,,,,,0,0,0,-29.00,-9.00,-101.00,0.00,0.00,-104.00,6,87.00,29.02,3.66,0.00,-1.00,-29.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454960,8.90,0.00,2.50,0.37,8.90,8.90,3.10,0.39,2400,2021-08-11 16:59:09.935,2021-08-11 17:59:09.934,15,0,0,15.623,51.999699,-0.454963,0.00,-0.10,-2.50,2.80,-1.00,-10.10,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,266,0,0,1628701149934,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-28.00,-10.00,-101.00,0.00,0.00,-104.00,6,89.00,25.02,3.67,0.00,-1.00,-25.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454960,9.30,0.00,1.70,0.34,9.30,9.30,3.10,0.39,2600,2021-08-11 16:59:10.135,2021-08-11 17:59:10.134,16,0,0,15.623,51.999699,-0.454963,0.00,-0.10,-1.70,2.60,-1.40,-10.10,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,76,0,0,1628701150134,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-26.00,-14.00,-101.00,0.00,0.00,-104.00,6,93.00,17.03,3.37,0.00,-1.00,-17.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454961,9.50,0.00,1.30,0.32,9.50,9.50,3.10,0.39,2704,2021-08-11 16:59:10.238,2021-08-11 17:59:10.238,16,0,0,15.623,51.999699,-0.454963,0.00,-0.10,-1.30,2.60,-1.70,-10.10,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701150238,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-26.00,-17.00,-101.00,0.00,0.00,-104.00,6,95.00,13.04,3.24,0.00,-1.00,-13.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454961,9.60,0.00,1.00,0.32,9.60,9.60,3.10,0.39,2799,2021-08-11 16:59:10.334,2021-08-11 17:59:10.333,16,0,0,15.623,51.999699,-0.454963,0.00,-0.10,-1.00,2.50,-1.70,-10.20,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701150333,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-25.00,-17.00,-102.00,0.00,0.00,-104.00,6,96.00,10.05,3.15,0.00,-1.00,-10.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454961,9.70,0.00,0.61,0.31,9.70,9.70,3.10,0.39,2903,2021-08-11 16:59:10.438,2021-08-11 17:59:10.438,16,0,0,15.623,51.999699,-0.454963,0.00,-0.10,-0.60,2.60,-1.50,-10.20,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701150437,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-26.00,-15.00,-102.00,0.00,0.00,-104.00,6,97.00,6.08,3.15,0.00,-1.00,-6.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454961,9.70,0.00,0.51,0.31,9.70,9.70,3.10,0.39,3003,2021-08-11 16:59:10.537,2021-08-11 17:59:10.537,16,0,0,15.623,51.999699,-0.454963,0.00,-0.10,-0.50,2.60,-0.90,-10.20,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701150537,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-26.00,-9.00,-102.00,0.00,0.00,-104.00,6,97.00,5.10,3.11,0.00,-1.00,-5.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454962,9.80,0.00,0.40,0.30,9.80,9.80,3.10,0.39,3106,2021-08-11 16:59:10.641,2021-08-11 17:59:10.640,15,0,0,15.623,51.999699,-0.454963,0.00,0.00,-0.40,2.70,-0.70,-10.20,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701150640,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-27.00,-7.00,-102.00,0.00,0.00,-104.00,6,98.00,4.00,2.95,0.00,0.00,-4.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454962,9.80,0.00,0.30,0.30,9.80,9.80,3.10,0.39,3202,2021-08-11 16:59:10.737,2021-08-11 17:59:10.736,15,0,0,15.623,51.999699,-0.454963,0.00,0.00,-0.30,2.70,-0.60,-10.10,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701150736,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-27.00,-6.00,-101.00,0.00,0.00,-104.00,6,98.00,3.00,2.97,0.00,0.00,-3.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454962,9.90,0.00,0.20,0.29,9.90,9.90,3.10,0.39,3315,2021-08-11 16:59:10.850,2021-08-11 17:59:10.850,15,0,0,15.623,51.999699,-0.454963,0.00,0.00,-0.20,3.00,-0.90,-10.10,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701150849,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-30.00,-9.00,-101.00,0.00,0.00,-104.00,6,99.00,2.00,2.94,0.00,0.00,-2.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454962,9.90,0.00,0.20,0.30,9.90,9.90,3.10,0.39,3411,2021-08-11 16:59:10.946,2021-08-11 17:59:10.945,15,0,0,15.623,51.999699,-0.454963,0.00,0.00,-0.20,3.20,-0.90,-10.10,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701150945,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-32.00,-9.00,-101.00,0.00,0.00,-104.00,6,99.00,2.00,2.97,0.00,0.00,-2.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454962,9.90,0.00,0.10,0.28,9.90,9.90,3.10,0.39,3515,2021-08-11 16:59:11.050,2021-08-11 17:59:11.049,15,0,0,15.623,51.999699,-0.454963,0.00,0.00,-0.10,3.10,-0.50,-10.10,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701151049,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-31.00,-5.00,-101.00,0.00,0.00,-104.00,6,99.00,1.00,2.78,0.00,0.00,-1.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454962,10.00,0.00,0.10,0.29,10.00,10.00,3.10,0.39,3612,2021-08-11 16:59:11.146,2021-08-11 17:59:11.146,15,0,0,15.623,51.999699,-0.454963,0.00,0.00,-0.10,3.20,-0.60,-10.10,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701151146,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-32.00,-6.00,-101.00,0.00,0.00,-104.00,6,100.00,1.00,2.94,0.00,0.00,-1.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454963,10.00,0.00,0.00,0.26,10.00,10.00,3.10,0.39,3705,2021-08-11 16:59:11.240,2021-08-11 17:59:11.239,15,0,0,15.623,51.999699,-0.454963,0.00,0.00,0.00,3.10,-0.60,-10.20,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701151239,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-31.00,-6.00,-102.00,0.00,0.00,-104.00,6,100.00,0.00,2.60,0.00,0.00,0.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454963,10.00,0.00,0.00,0.26,10.00,10.00,3.10,0.39,3809,2021-08-11 16:59:11.344,2021-08-11 17:59:11.343,15,0,0,15.623,51.999699,-0.454963,0.00,0.00,0.00,3.20,-0.70,-10.10,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701151343,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-32.00,-7.00,-101.00,0.00,0.00,-104.00,6,100.00,0.00,2.58,0.00,0.00,0.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454963,10.00,0.00,0.00,0.25,10.00,10.00,3.10,0.39,3907,2021-08-11 16:59:11.441,2021-08-11 17:59:11.441,15,0,0,15.623,51.999699,-0.454963,0.00,0.00,0.00,2.90,-0.90,-10.00,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701151441,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-29.00,-9.00,-100.00,0.00,0.00,-104.00,6,100.00,0.00,2.51,0.00,0.00,0.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454963,10.00,0.00,0.00,0.25,10.00,10.00,3.10,0.39,4003,2021-08-11 16:59:11.537,2021-08-11 17:59:11.537,15,0,0,15.623,51.999699,-0.454963,0.00,0.00,0.00,2.80,-1.10,-9.90,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701151537,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-28.00,-11.00,-99.00,0.00,0.00,-104.00,6,100.00,0.00,2.50,0.00,0.00,0.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454963,10.00,0.00,0.00,0.23,10.00,10.00,3.10,0.39,4103,2021-08-11 16:59:11.637,2021-08-11 17:59:11.637,15,0,0,15.623,51.999699,-0.454963,0.00,0.00,0.00,2.50,-1.10,-9.80,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701151637,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-25.00,-11.00,-98.00,0.00,0.00,-104.00,6,100.00,0.00,2.31,0.00,0.00,0.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999700,-0.454964,9.90,0.00,0.00,0.21,10.00,10.00,3.10,0.39,4302,2021-08-11 16:59:11.836,2021-08-11 17:59:11.836,15,0,0,15.623,51.999699,-0.454963,0.00,0.00,0.00,2.50,-0.70,-9.80,0,1,0,93,98,-12750,4084,15623,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701151836,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-25.00,-7.00,-98.00,0.00,0.00,-104.00,6,99.00,0.00,2.09,0.00,0.00,0.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999701,-0.454964,9.90,0.00,0.00,0.21,10.00,10.00,3.10,0.39,4422,2021-08-11 16:59:11.956,2021-08-11 17:59:11.956,15,0,0,16.017,51.999699,-0.454963,0.00,0.00,0.00,2.40,-0.70,-9.80,0,1,0,93,98,-8185,4084,16017,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701151956,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-24.00,-7.00,-98.00,0.00,0.00,-103.00,6,99.00,0.00,2.13,0.00,0.00,0.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999700,-0.454964,10.00,0.00,0.00,0.20,10.00,10.00,3.10,0.39,4541,2021-08-11 16:59:12.076,2021-08-11 17:59:12.075,15,0,0,16.017,51.999699,-0.454963,0.00,0.00,0.00,2.50,-0.80,-9.90,0,1,0,93,98,-8185,4084,16017,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701152075,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-25.00,-8.00,-99.00,0.00,0.00,-103.00,6,100.00,0.00,2.04,0.00,0.00,0.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
51.999700,-0.454964,9.90,0.00,0.00,0.20,10.00,10.00,3.10,0.39,4702,2021-08-11 16:59:12.237,2021-08-11 17:59:12.236,15,0,0,16.017,51.999699,-0.454963,0.00,0.00,0.00,2.70,-0.90,-9.90,0,1,0,93,98,-8185,4084,16017,3011.00,11,P-GPS,1,0,0,0,0,0,0,1628701152236,3923,3917,3892,3859,0,0,4,,,,,,,0,0,0,-27.00,-9.00,-99.00,0.00,0.00,-103.00,6,99.00,0.00,1.99,0.00,0.00,0.00,0,,,100,100,19,2,0,0,0,2,0,,,,,0.0,0.0,-1
